PC1,PC2,PC3,BrainRegion,MouseID,Treatment,Sex,SlideNumber,ID,UniqueID,Foreground.pixels,Density.of.foreground.pixels.in.hull.area,Span.ratio.of.hull..major.minor.axis.,Maximum.span.across.hull,Area,Perimeter,Circularity,Width.of.bounding.rectangle,Height.of.bounding.rectangle,Maximum.radius.from.hull.s.center.of.mass,Max.min.radii.from.hull.s.center.of.mass,Relative.variation..CV..in.radii.from.hull.s.center.of.mass,Mean.radius,Diameter.of.bounding.circle,Maximum.radius.from.circle.s.center.of.mass,Max.min.radii.from.circle.s.center.of.mass,Relative.variation..CV..in.radii.from.circle.s.center.of.mass,Mean.radius.from.circle.s.center.of.mass,X..of.branches,X..of.junctions,X..of.end.point.voxels,X..of.junction.voxels,X..of.slab.voxels,Average.branch.length,X..of.triple.points,X..of.quadruple.points,Maximum.branch.length,Cluster
-0.954171321,0.429473938,-1.629937764,PVN,AL85,COLD,F,s07,0007-2563,PVN_AL85_COLD_F_s07_0007-2563,10088,0.8277,2.0863,192.3876,12188,449.5917,0.7577,180,106,101.9712,2.3126,0.2621,76.4268,192.3876,96.1938,2.389,0.2463,77.7475,13,7,5,9,327,0.108,7,0,0.342,Ameboid
0.463417079,-0.878909498,-0.332767048,PVN,AL85,COLD,F,s07,0008-3446,PVN_AL85_COLD_F_s07_0008-3446,22499,0.5552,1.9391,321.0389,40521,807.2401,0.7814,180,323,164.322,1.7339,0.1613,141.3948,321.144,160.572,1.5067,0.1338,143.8515,27,14,12,28,799,0.125,14,0,0.254,Ramified
-0.135665449,1.665733512,1.263962677,PVN,AL85,COLD,F,s07,0009-3957,PVN_AL85_COLD_F_s07_0009-3957,16392,0.5517,2.5544,323.1548,29711,768.9186,0.6315,137,325,177.5253,2.4701,0.1906,145.3151,323.3833,161.6917,1.7411,0.1699,145.2774,5,2,4,2,393,0.306,2,0,0.712,Rod-Like
1.015370634,0.211250406,0.912760934,PVN,AL80,COLD,M,s07,0001-0408,PVN_AL80_COLD_M_s07_0001-0408,25778,0.4006,2.2252,429.9442,64349,1069.2042,0.7073,418,280,224.4906,1.9748,0.1473,196.7072,430.3567,215.1784,1.8599,0.1442,197.4918,19,11,5,19,904,0.194,11,0,0.724,Ramified
1.149461098,2.75556033,0.596629555,PVN,AL80,COLD,M,s07,0002-0776,PVN_AL80_COLD_M_s07_0002-0776,18411,0.3273,3.0087,506.0534,56258,1107.637,0.5762,195,485,312.9019,3.6379,0.3917,209.1175,506.0534,253.0267,3.3756,0.2547,213.5714,8,3,6,10,771,0.387,2,1,1.095,Rod-Like
0.407238574,-0.795844684,0.497813927,PVN,AL80,COLD,M,s07,0003-1992,PVN_AL80_COLD_M_s07_0003-1992,21529,0.4645,1.5072,316.0775,46345,824.5545,0.8566,214,318,187.6719,1.6987,0.108,127.0508,316.0775,158.0388,1.5992,0.139,140.1407,22,12,8,20,780,0.146,12,0,0.512,Ramified
0.623922269,0.56720301,-0.427662842,PVN,AL80,COLD,M,s07,0004-2775,PVN_AL80_COLD_M_s07_0004-2775,17461,0.4387,1.7752,358.0642,39799,841.9358,0.7055,305,216,214.6649,2.5054,0.3036,140.6548,358.0642,179.0321,2.224,0.2302,146.8001,19,10,8,20,626,0.135,10,0,0.719,Ramified
-0.018778984,-0.805894447,1.086547126,PVN,AL80,COLD,M,s07,0005-4020,PVN_AL80_COLD_M_s07_0005-4020,16931,0.4771,1.0738,250.5035,35489,740.8715,0.8125,222,239,154.3093,1.6046,0.1975,125.3851,268.3469,134.1734,1.1293,0.0367,129.2867,17,9,7,11,608,0.144,9,0,0.504,Ramified
-0.5624355,0.599101548,1.126618241,PVN,AL80,COLD,M,s07,0006-4019,PVN_AL80_COLD_M_s07_0006-4019,17223,0.6351,1.2129,226.2145,27117,647.2809,0.8133,208,202,148.8567,1.9634,0.2247,105.0286,239.1817,119.5909,1.9372,0.1428,107.9234,6,3,3,7,409,0.278,3,0,0.539,Rod-Like
0.471230875,-0.424056697,-0.12648301,PVN,AL80,COLD,M,s07,0007-4150,PVN_AL80_COLD_M_s07_0007-4150,19825,0.4964,1.7203,303.6593,39934,791.6131,0.8008,295,222,170.1245,2.3804,0.1714,135.7181,307.4533,153.7266,1.7587,0.145,135.0157,24,12,12,24,713,0.123,12,0,0.636,Ramified
-0.965750721,2.972855222,-0.960619041,PVN,AL47,CON,M,s35,0001-0132,PVN_AL47_CON_M_s35_0001-0132,9238,0.7747,3.3109,232.2154,11924,508.5499,0.5794,85,222,117.2606,3.3353,0.3361,89.2587,232.2154,116.1077,3.9662,0.3267,89.4167,3,1,3,3,238,0.307,1,0,0.695,Rod-Like
-0.134081123,0.168630732,1.247316084,PVN,AL47,CON,M,s35,0002-0960,PVN_AL47_CON_M_s35_0002-0960,15980,0.4248,1.5595,283.3461,37619,738.6879,0.8664,254,211,143.0418,1.7222,0.1613,121.2723,283.5579,141.779,1.6626,0.1591,121.3152,9,4,6,8,568,0.256,4,0,0.543,Rod-Like
0.278105453,0.462127968,-0.618061032,PVN,AL47,CON,M,s35,0003-2380,PVN_AL47_CON_M_s35_0003-2380,21082,0.6901,2.7169,325.4796,30551,750.0079,0.6825,286,213,177.2104,2.4091,0.2261,140.1453,325.4796,162.7398,1.895,0.1907,140.5548,16,9,5,19,486,0.129,9,0,0.43,Ramified
-0.415283201,-1.128328223,-0.028241718,PVN,AL47,CON,M,s35,0004-2461,PVN_AL47_CON_M_s35_0004-2461,13163,0.6095,1.5356,216.1897,21595,585.1314,0.7926,159,215,126.2533,1.6353,0.1406,100.4121,217.1647,108.5824,1.1706,0.0453,104.6606,21,12,6,22,497,0.099,12,0,0.292,Ameboid
0.335439653,-0.522899236,-0.901258495,PVN,AL47,CON,M,s35,0005-2785,PVN_AL47_CON_M_s35_0005-2785,16290,0.4695,1.4529,284.1918,34700,727.1473,0.8247,278,211,145.9825,2.0661,0.2451,118.0577,284.1918,142.0959,2.0051,0.2364,117.5585,27,15,6,37,675,0.106,12,3,0.47,Ramified
-1.467895339,0.669518673,2.30937918,PVN,AL47,CON,M,s35,0006-2777,PVN_AL47_CON_M_s35_0006-2777,11481,0.6923,1.2039,173.3494,16585,480.6372,0.9022,153,153,100.5389,1.603,0.1347,76.9805,173.4285,86.7143,1.3671,0.0994,80.0478,3,1,3,1,253,0.336,1,0,0.966,Rod-Like
0.09254431,1.09096975,-1.344640731,PVN,AL47,CON,M,s35,0007-3133,PVN_AL47_CON_M_s35_0007-3133,11142,0.5676,3.1463,284.7876,19631,659.0667,0.5679,281,114,194.0061,3.931,0.4029,123.5388,285.1541,142.5771,1.6552,0.1113,129.8867,17,9,7,15,436,0.106,9,0,0.362,Ramified
-1.686027318,-0.148564485,-0.416696514,PVN,AL47,CON,M,s35,0008-3153,PVN_AL47_CON_M_s35_0008-3153,7361,0.7137,1.5205,143.934,10314,390.6049,0.8495,134,115,83.9061,1.9593,0.1969,64.9075,144.7148,72.3574,1.5354,0.1111,64.8267,7,3,5,5,163,0.095,3,0,0.202,Ameboid
-0.056280435,-1.307896511,0.173110622,PVN,AL47,CON,M,s35,0009-3673,PVN_AL47_CON_M_s35_0009-3673,19623,0.5898,1.3562,261.4441,33271,701.58,0.8494,200,230,135.6077,1.4737,0.1143,118.0434,261.5993,130.7996,1.3238,0.0863,120.8893,21,11,9,27,551,0.11,11,0,0.251,Ramified
1.035685632,0.454755753,-0.055785689,PVN,AL51,CON,M,s35,0001-1124,PVN_AL51_CON_M_s35_0001-1124,30600,0.4914,1.9325,433.0416,62267,1023.6585,0.7467,355,288,254.4308,2.212,0.2966,178.5107,433.06,216.53,2.4092,0.2196,181.8254,20,11,7,21,849,0.167,11,0,0.586,Ramified
0.581254889,-0.677675869,-0.615812006,PVN,AL51,CON,M,s35,0002-1602,PVN_AL51_CON_M_s35_0002-1602,22561,0.5293,1.7449,329.6559,42626,805.3152,0.8259,241,295,174.2679,1.9662,0.1984,135.5193,329.6559,164.8279,1.8662,0.1919,135.3245,30,16,12,28,833,0.116,16,0,0.373,Ramified
0.045584378,2.658129832,0.247336836,PVN,AL51,CON,M,s35,0003-3302,PVN_AL51_CON_M_s35_0003-3302,16295,0.6714,3.4128,359.1239,24271,772.8606,0.5106,312,191,189.8312,3.0297,0.3215,141.0307,359.1239,179.562,2.3548,0.2631,143.6376,5,2,4,2,405,0.323,2,0,0.662,Rod-Like
0.04141151,0.423978465,1.166964708,PVN,AL51,CON,M,s35,0004-3608,PVN_AL51_CON_M_s35_0004-3608,18888,0.4713,1.8494,317.6161,40078,794.1098,0.7986,168,318,188.4676,1.8581,0.1993,132.3449,317.6161,158.8081,1.8211,0.117,143.5972,8,3,6,8,473,0.227,2,1,0.518,Rod-Like
-0.446806802,-1.282676717,-0.073305476,PVN,AL51,CON,M,s35,0005-4310,PVN_AL51_CON_M_s35_0005-4310,15064,0.606,1.3305,212.3229,24857,592.4263,0.89,173,199,116.2547,1.5035,0.1398,96.067,214.3362,107.1681,1.3407,0.0924,98.8239,20,10,10,16,554,0.112,10,0,0.217,Ameboid
-0.177002769,-0.741545748,0.251403272,PVN,AL55,CON,M,s35,0001-0380,PVN_AL55_CON_M_s35_0001-0380,17076,0.5681,1.1756,232.8476,30060,663.1387,0.859,226,211,146.9627,1.746,0.1794,108.5628,242.7658,121.3829,1.6321,0.119,110.5949,17,8,9,9,590,0.139,7,1,0.383,Ameboid
-0.872007026,0.575118207,-1.778285796,PVN,AL55,CON,M,s35,0002-1730,PVN_AL55_CON_M_s35_0002-1730,11016,0.8125,2.2955,201.2585,13558,473.5744,0.7597,112,188,114.3865,2.6405,0.2986,79.1269,201.2585,100.6293,2.4333,0.2309,81.4788,12,6,6,8,269,0.094,6,0,0.256,Ameboid
-2.015546716,-1.293261998,-0.258356696,PVN,AL55,CON,M,s35,0003-3668,PVN_AL55_CON_M_s35_0003-3668,8224,0.9347,1.1239,118.0889,8799,344.8437,0.9298,113,119,61.8157,1.3197,0.0776,55.5669,118.8228,59.4114,1.2964,0.0722,55.3972,9,4,6,8,185,0.089,4,0,0.157,Ameboid
-2.904086491,0.524604122,1.563840456,PVN,AL55,CON,M,s35,0004-4107,PVN_AL55_CON_M_s35_0004-4107,6020,0.8915,1.1598,107.28,6753,304.5454,0.915,105,96,61.094,1.3842,0.089,48.9367,108.6485,54.3243,1.3312,0.0975,50.6677,1,0,2,0,65,0.266,0,0,0.266,Ameboid
1.40421821,-0.459252262,-1.034560346,PVN,AL59,CON,F,s35,0001-0437,PVN_AL59_CON_F_s35_0001-0437,26801,0.4348,2.2769,442.5788,61642,1038.7315,0.7179,426,244,244.342,2.3098,0.2429,195.6758,442.5788,221.2894,2.1975,0.1869,194.1732,49,27,17,41,1143,0.096,27,0,0.387,Ramified
0.323460312,1.025209873,2.189272329,PVN,AL59,CON,F,s35,0002-0577,PVN_AL59_CON_F_s35_0002-0577,25329,0.4775,1.1337,327.6049,53049,931.0145,0.7691,312,281,209.0161,2.2385,0.224,152.3573,352.9077,176.4539,1.7649,0.1596,151.5322,7,3,5,5,642,0.367,3,0,0.999,Rod-Like
0.439377974,1.56652323,-2.544044535,PVN,AL59,CON,F,s35,0003-1324,PVN_AL59_CON_F_s35_0003-1324,14599,0.7189,3.5625,320.0531,20308,700.818,0.5196,144,308,167.4446,3.4507,0.2976,131.8434,320.0531,160.0266,5.3808,0.2731,133.0275,19,9,10,17,549,0.123,8,1,0.665,Ramified
-1.165706999,-0.200875296,-1.286207737,PVN,AL59,CON,F,s35,0004-2800,PVN_AL59_CON_F_s35_0004-2800,7933,0.7327,1.5386,159.5525,10827,414.2579,0.7928,148,118,99.1856,1.9455,0.2083,65.1006,161.2183,80.6091,2.2434,0.1865,68.9957,14,8,3,17,379,0.12,7,1,0.311,Ameboid
2.302895833,0.724967681,-0.480569441,PVN,AL59,CON,F,s35,0005-4147,PVN_AL59_CON_F_s35_0005-4147,40180,0.2742,1.9202,678.9293,146544,1643.7457,0.6816,554,492,400.5354,3.0474,0.3209,278.57,678.9293,339.4647,4.4257,0.2381,296.4539,35,18,16,32,1400,0.158,18,0,0.591,Ramified
0.768736056,-0.030970663,0.507572028,PVN,AL61,CON,M,s35,0001-0504,PVN_AL61_CON_M_s35_0001-0504,24261,0.5024,2.4855,398.6001,48287,928.6423,0.7036,228,364,211.4487,1.699,0.1357,171.3868,398.6001,199.3,1.7343,0.1411,173.6959,18,9,9,21,679,0.155,9,0,0.723,Ramified
0.820864019,-1.478252276,-0.515460478,PVN,AL61,CON,M,s35,0002-0744,PVN_AL61_CON_M_s35_0002-0744,24218,0.5247,1.6754,322.7212,46154,835.8036,0.8303,318,206,182.7244,1.779,0.1886,142.9986,322.7212,161.3606,1.4447,0.1012,146.3656,46,24,18,42,970,0.088,22,2,0.475,Ramified
-0.307183785,-0.621324917,0.56982772,PVN,AL61,CON,M,s35,0003-1573,PVN_AL61_CON_M_s35_0003-1573,13228,0.479,1.2957,228.8777,27616,663.9092,0.7873,173,226,142.1048,1.7055,0.1962,113.6221,243.0335,121.5167,1.22,0.0609,115.9941,14,7,7,13,483,0.143,7,0,0.302,Ameboid
1.026336682,-1.375110556,0.399194205,PVN,AL61,CON,M,s35,0004-1668,PVN_AL61_CON_M_s35_0004-1668,27329,0.418,1.2318,349.0516,65375,989.8213,0.8385,324,351,223.0376,1.893,0.2268,166.5582,350.2262,175.1131,1.1998,0.0587,167.6477,37,20,12,38,1156,0.13,18,2,0.381,Ramified
-0.836787489,-0.541128632,-1.148551749,PVN,AL62,CON,F,s35,0001-0069,PVN_AL62_CON_F_s35_0001-0069,10274,0.7451,1.4993,181.6398,13788,465.218,0.8006,152,138,111.111,1.9381,0.2498,79.8881,181.6398,90.8199,1.7249,0.1493,80.7052,16,7,10,17,406,0.116,6,1,0.214,Ameboid
-0.72972483,0.212973312,-0.648062945,PVN,AL62,CON,F,s35,0002-0140,PVN_AL62_CON_F_s35_0002-0140,15319,0.7728,1.4319,210.6229,19824,557.638,0.8011,177,187,111.432,2.0767,0.1833,91.6552,212.5461,106.2731,2.9542,0.2064,92.7441,10,5,5,7,343,0.139,5,0,0.32,Ameboid
0.585467301,1.549797072,0.068067048,PVN,AL62,CON,F,s35,0003-0184,PVN_AL62_CON_F_s35_0003-0184,13947,0.4905,2.9758,362.7134,28433,819.4075,0.5321,345,189,251.657,3.2821,0.4612,148.7379,362.7134,181.3567,1.3573,0.0884,167.8759,13,7,5,17,516,0.168,7,0,0.942,Rod-Like
0.328767198,-0.429993356,-0.194542408,PVN,AL62,CON,F,s35,0004-0800,PVN_AL62_CON_F_s35_0004-0800,16715,0.6514,2.907,311.8541,25661,721.0636,0.6202,247,230,162.6071,1.504,0.1229,140.7558,311.8541,155.9271,1.3667,0.0948,140.897,26,15,7,23,600,0.098,15,0,0.653,Ramified
-0.079155607,-0.648250583,-1.413946734,PVN,AL62,CON,F,s35,0005-0974,PVN_AL62_CON_F_s35_0005-0974,15827,0.7009,1.7841,246.0325,22582,596.7905,0.7968,148,237,127.7664,2.0153,0.2164,100.4717,246.0325,123.0163,2.05,0.195,102.3143,27,13,15,25,660,0.105,13,0,0.305,Ramified
-0.293375585,-0.076643769,-0.701082132,PVN,AL62,CON,F,s35,0006-1220,PVN_AL62_CON_F_s35_0006-1220,11446,0.5866,1.5466,241.2986,19514,600.0702,0.681,143,243,137.9331,2.357,0.3015,99.2247,241.4575,120.7288,1.4439,0.1288,109.3574,15,6,10,17,397,0.111,4,2,0.303,Ameboid
-0.635365615,-0.531522571,-0.525749121,PVN,AL62,CON,F,s35,0007-1526,PVN_AL62_CON_F_s35_0007-1526,16941,0.825,1.5963,206.6495,20534,541.2785,0.8807,160,202,108.4136,1.775,0.1708,87.0974,206.8351,103.4175,1.7497,0.181,86.5481,16,9,5,13,496,0.129,9,0,0.392,Ameboid
-0.010991457,-1.383324961,0.666020703,PVN,AL62,CON,F,s35,0008-2019,PVN_AL62_CON_F_s35_0008-2019,21255,0.5852,1.0891,247.4874,36320,711.792,0.9008,245,232,147.0577,1.6284,0.1493,118.4884,247.7266,123.8633,1.1569,0.0467,117.6395,20,9,12,18,553,0.117,8,1,0.425,Ramified
-0.320728769,-0.276766763,-2.180584311,PVN,AL62,CON,F,s35,0009-2803,PVN_AL62_CON_F_s35_0009-2803,12318,0.7488,2.4252,232.9378,16450,534.2475,0.7243,128,216,130.1566,2.4125,0.2428,91.2859,232.9378,116.4689,1.9974,0.2103,94.4688,26,14,10,24,402,0.067,14,0,0.147,Ameboid
0.144052073,0.65755132,-0.387802394,PVN,AL62,CON,F,s35,0010-2839,PVN_AL62_CON_F_s35_0010-2839,18084,0.6824,3.1152,315.7847,26502,731.1146,0.623,309,140,182.9268,2.5853,0.2021,139.4705,315.7847,157.8924,1.8005,0.1417,142.9155,12,5,8,14,447,0.156,4,1,0.402,Ramified
-1.458776068,1.404757203,-0.083340956,PVN,AL62,CON,F,s35,0011-2952,PVN_AL62_CON_F_s35_0011-2952,11077,0.8876,2.0158,193.5071,12480,449.8896,0.7748,151,135,102.157,2.3004,0.2444,74.4773,193.5071,96.7536,2.0885,0.2486,75.1975,3,1,3,3,179,0.251,1,0,0.301,Ameboid
-0.379397727,-1.078474754,-0.6230564,PVN,AL62,CON,F,s35,0012-3082,PVN_AL62_CON_F_s35_0012-3082,15376,0.7227,1.503,218.2132,21276,581.5826,0.7905,216,154,121.8984,1.704,0.1818,97.7147,220.5668,110.2834,1.4173,0.0871,102.5815,23,13,7,29,526,0.099,13,0,0.182,Ameboid
-0.40106301,-0.343695093,-0.716202963,PVN,AL62,CON,F,s35,0013-3495,PVN_AL62_CON_F_s35_0013-3495,11665,0.5598,1.6831,218.8744,20839,561.3113,0.8311,129,215,113.4485,2.1674,0.2173,90.0957,219.6295,109.8147,1.6377,0.1848,92.6995,17,8,9,19,496,0.125,7,1,0.516,Ameboid
-0.981048787,1.740006125,-0.694655035,PVN,AL62,CON,F,s35,0014-3884,PVN_AL62_CON_F_s35_0014-3884,6916,0.5428,2.334,207.8702,12741,482.4014,0.688,132,174,130.4495,3.0622,0.369,79.5707,207.8702,103.9351,2.1338,0.2348,84.3388,5,2,4,6,220,0.188,2,0,0.485,Ameboid
-1.128613709,4.056435782,1.556109395,PVN,AL62,CON,F,s35,0015-4187,PVN_AL62_CON_F_s35_0015-4187,8444,0.71,3.8827,240.6076,11893,534.0949,0.5239,220,124,127.1622,3.9249,0.2299,104.8772,240.608,120.304,3.0583,0.2116,107.1904,1,0,2,0,193,0.757,0,0,0.757,Rod-Like
-0.927083126,0.392410469,-0.115303364,PVN,AL62,CON,F,s35,0016-4245,PVN_AL62_CON_F_s35_0016-4245,13448,0.7619,1.9483,207.9543,17650,533.6078,0.779,117,200,112.4269,2.2278,0.189,91.5133,207.962,103.981,1.8284,0.1398,92.9582,7,3,5,7,242,0.144,3,0,0.412,Ameboid
-0.338833593,-0.299163637,0.242383686,PVN,AL64,CON,F,s35,0001-0195,PVN_AL64_CON_F_s35_0001-0195,13044,0.5365,1.5201,236.9072,24314,627.2449,0.7766,235,168,133.744,1.9099,0.1981,105.8077,238.8476,119.4238,1.4017,0.1131,109.1496,13,6,7,11,487,0.153,5,1,0.373,Ameboid
-2.733825833,-0.408018785,0.098348231,PVN,AL64,CON,F,s35,0002-0532,PVN_AL64_CON_F_s35_0002-0532,6225,0.9531,1.1981,101.789,6531,293.5197,0.9526,83,101,55.5297,1.42,0.0957,47.0745,102.4097,51.2049,1.4877,0.0946,47.1386,3,1,3,3,78,0.111,1,0,0.156,Ameboid
-1.97135321,0.372667397,-0.477238203,PVN,AL64,CON,F,s35,0003-2253,PVN_AL64_CON_F_s35_0003-2253,6731,0.8069,1.4741,136.4588,8342,354.8597,0.8325,127,97,79.5963,1.9564,0.1978,57.7911,137.2098,68.6049,1.9946,0.1632,59.98,5,2,4,2,145,0.122,2,0,0.265,Ameboid
-1.084585504,-0.925249144,0.206531882,PVN,AL64,CON,F,s35,0004-2412,PVN_AL64_CON_F_s35_0004-2412,11211,0.686,1.1013,165.6804,16342,479.7117,0.8924,164,146,93.0364,1.482,0.1332,78.9669,171.1331,85.5666,1.415,0.0974,80.3024,11,5,7,15,373,0.144,5,0,0.316,Ameboid
0.141941327,-1.122668184,0.523790028,PVN,AL64,CON,F,s35,0005-2705,PVN_AL64_CON_F_s35_0005-2705,13331,0.3692,1.3206,267.6864,36111,771.7474,0.7619,246,224,144.2411,1.3959,0.0876,134.2675,286.3062,143.1531,1.3694,0.0847,134.0799,21,10,12,22,530,0.105,10,0,0.39,Ramified
-1.696638574,-0.91535909,-0.096165227,PVN,AL64,CON,F,s35,0006-3140,PVN_AL64_CON_F_s35_0006-3140,9660,0.8559,1.3375,144.9414,11286,394.5985,0.9108,133,123,76.0962,1.3504,0.0925,65.8938,144.9414,72.4707,1.4273,0.0948,65.8801,8,4,4,10,181,0.098,4,0,0.188,Ameboid
-1.252042093,0.006338578,-0.513706795,PVN,AL64,CON,F,s35,0007-3853,PVN_AL64_CON_F_s35_0007-3853,8982,0.7139,1.3865,172.2556,12582,439.988,0.8167,167,117,102.26,1.971,0.2369,68.8627,172.2556,86.1278,1.7651,0.1542,75.9025,9,4,6,6,262,0.124,4,0,0.274,Ameboid
1.420308735,2.363880321,0.963672345,PVN,AL65,CON,F,s35,0001-0984,PVN_AL65_CON_F_s35_0001-0984,21412,0.2714,2.3624,555.4899,78901,1262.5106,0.622,476,301,370.534,3.2942,0.432,188.196,555.4899,277.7449,2.724,0.2538,218.3915,11,5,7,7,1005,0.338,5,0,1.187,Rod-Like
0.056383409,-1.201216646,-0.565303453,PVN,AL65,CON,F,s35,0002-1240,PVN_AL65_CON_F_s35_0002-1240,14962,0.5128,1.3797,248.4552,29179,650.4165,0.8668,200,220,144.8085,1.8569,0.1819,109.7059,248.4552,124.2276,1.6222,0.119,110.8582,28,14,13,25,746,0.112,13,1,0.254,Ramified
-1.769911419,-0.339010252,0.484168747,PVN,AL65,CON,F,s35,0003-2571,PVN_AL65_CON_F_s35_0003-2571,10130,0.8281,1.1323,148.1216,12233,420.0224,0.8714,116,135,83.6797,1.5488,0.1316,67.296,148.2303,74.1151,1.4034,0.0908,68.6586,5,2,4,4,158,0.132,2,0,0.269,Ameboid
-1.027197878,0.22741294,0.151925278,PVN,AL65,CON,F,s35,0004-3927,PVN_AL65_CON_F_s35_0004-3927,13098,0.7954,1.326,190.0658,16468,511.2392,0.7918,182,159,117.0143,2.0496,0.2064,88.3145,191.7321,95.866,2.0192,0.1153,89.2764,7,3,5,5,261,0.154,3,0,0.382,Ameboid
-1.361810597,0.037534508,-0.448687987,PVN,AL65,CON,F,s35,0005-4206,PVN_AL65_CON_F_s35_0005-4206,9379,0.7634,1.5114,162.7913,12286,430.1754,0.8343,161,109,92.1896,1.9534,0.1808,69.6745,166.4322,83.2161,1.6544,0.1914,69.4711,8,4,4,8,254,0.136,4,0,0.363,Ameboid
-0.058505283,-1.020774706,0.084738368,PVN,AL67,CON,M,s35,0001-0329,PVN_AL67_CON_M_s35_0001-0329,14539,0.5323,1.4471,252.6064,27313,668.7655,0.7674,243,202,137.984,1.4784,0.1421,114.8761,254.2862,127.1431,1.3595,0.0887,119.5692,22,11,11,19,535,0.105,11,0,0.375,Ramified
-1.281324246,-0.377288424,-0.299365981,PVN,AL67,CON,M,s35,0002-0564,PVN_AL67_CON_M_s35_0002-0564,11320,0.824,1.3819,175.4537,13738,447.7362,0.8612,160,135,99.5316,1.689,0.1739,69.9854,175.4537,87.7268,1.5794,0.1461,75.2935,9,4,6,6,251,0.118,4,0,0.216,Ameboid
0.386002018,0.408394104,-0.858717499,PVN,AL67,CON,M,s35,0003-0793,PVN_AL67_CON_M_s35_0003-0793,18568,0.5221,1.9808,328.7324,35567,796.4563,0.7046,168,316,195.3758,2.431,0.2909,142.0501,329.5828,164.7914,2.2123,0.2328,143.4623,17,8,10,16,578,0.14,8,0,0.274,Ramified
1.159113592,0.078505561,-2.373913553,PVN,AL67,CON,M,s35,0004-1341,PVN_AL67_CON_M_s35_0004-1341,22761,0.5542,2.1968,367.1852,41073,866.2681,0.6878,245,329,191.8415,2.581,0.2865,147.0847,367.1852,183.5926,5.3945,0.2563,153.9437,47,25,18,48,1031,0.095,24,1,0.632,Ramified
-0.236534536,0.846287702,-0.515372224,PVN,AL67,CON,M,s35,0005-1362,PVN_AL67_CON_M_s35_0005-1362,13796,0.6194,2.6716,272.6555,22272,651.3768,0.6596,271,118,148.3845,2.9182,0.1694,120.8612,272.6579,136.3289,2.414,0.1602,122.3671,11,5,7,5,435,0.156,5,0,0.365,Ameboid
0.156048985,0.314413889,-1.969357356,PVN,AL67,CON,M,s35,0006-1465,PVN_AL67_CON_M_s35_0006-1465,17020,0.7328,2.0145,277.9496,23227,653.849,0.6827,145,273,157.7564,2.615,0.2859,112.4638,277.9496,138.9748,3.2666,0.245,113.495,27,16,6,22,690,0.107,16,0,0.376,Ramified
-0.023480032,-0.558349312,-0.163372764,PVN,AL67,CON,M,s35,0007-1584,PVN_AL67_CON_M_s35_0007-1584,21075,0.7151,1.9098,277.8237,29471,690.2057,0.7774,245,170,151.4583,1.6892,0.151,115.8312,277.8237,138.9118,1.5355,0.1414,119.2997,18,8,10,24,557,0.131,7,0,0.378,Ramified
-1.244173232,-0.57826551,0.825278861,PVN,AL73,COLD,M,s35,0001-0333,PVN_AL73_COLD_M_s35_0001-0333,14254,0.8258,1.3665,181.4663,17261,496.5972,0.8796,161,147,95.0856,1.3889,0.0993,84.9335,181.5606,90.7803,1.3333,0.0743,83.853,7,3,5,5,300,0.173,3,0,0.268,Ameboid
0.500838618,1.786882989,-0.988098863,PVN,AL73,COLD,M,s35,0002-1134,PVN_AL73_COLD_M_s35_0002-1134,15041,0.5239,2.8407,374.1403,28707,811.1219,0.5483,259,277,217.7547,2.9195,0.3589,133.5259,374.1403,187.0702,2.7593,0.3033,142.4568,12,6,6,12,494,0.172,6,0,0.653,Ramified
0.948310765,-0.096694096,-0.47272334,PVN,AL73,COLD,M,s35,0003-2765,PVN_AL73_COLD_M_s35_0003-2765,23372,0.4047,1.8283,389.0116,57758,979.2784,0.7568,241,367,212.7159,2.1356,0.2592,157.0937,391.6935,195.8468,1.8536,0.2523,158.6529,27,14,12,24,1031,0.15,14,0,0.399,Ramified
-1.090197843,-2.012599613,-0.782541705,PVN,AL73,COLD,M,s35,0004-4264,PVN_AL73_COLD_M_s35_0004-4264,7524,0.6186,1.0554,149.372,12162,419.0701,0.8702,133,137,76.3976,1.3155,0.0942,70.9655,149.372,74.686,1.1867,0.0611,71.3978,28,14,14,22,413,0.065,14,0,0.177,Ameboid
1.783119428,1.350218373,0.136436438,PVN,AL74,COLD,F,s35,0001-0979,PVN_AL74_COLD_F_s35_0001-0979,26332,0.2955,2.955,634.2634,89097,1384.9872,0.5837,473,436,363.9382,2.7455,0.2631,248.6321,634.2634,317.1317,2.5186,0.2727,253.7256,19,9,11,15,938,0.195,9,0,0.711,Ramified
0.928218866,-1.414550988,1.298568343,PVN,AL74,COLD,F,s35,0002-1430,PVN_AL74_COLD_F_s35_0002-1430,25495,0.3589,1.2332,364.7246,71035,1038.7987,0.8272,340,314,187.8667,1.3828,0.0598,177.7461,371.5053,185.7527,1.3914,0.0619,177.8386,28,14,13,25,1003,0.146,13,1,0.649,Ramified
1.445253809,1.022001679,-0.185885585,PVN,AL74,COLD,F,s35,0003-1846,PVN_AL74_COLD_F_s35_0003-1846,25913,0.3284,2.4277,500.3299,78904,1209.7479,0.6775,477,282,292.7266,3.2788,0.2279,218.9054,500.3299,250.1649,3.8645,0.1974,226.4445,21,10,12,12,864,0.162,10,0,0.696,Ramified
